VX, VY, COL, ROW
0.00860468, 1.25375, 31, 41
0.342613, 1.16299, 31, 42
0.576042, 1.00018, 31, 43
0.707444, 0.83487, 31, 44
0.771241, 0.696103, 31, 45
0.797428, 0.586433, 31, 46
0.80392, 0.500473, 31, 47
0.800259, 0.432426, 31, 48
0.791439, 0.377734, 31, 49
-0.209739, -0.618916, 32, 0
-0.237401, -0.622219, 32, 1
-0.19158, -0.641768, 32, 2
-0.140182, -0.658444, 32, 3
-0.083027, -0.671158, 32, 4
-0.0200629, -0.678647, 32, 5
0.0485196, -0.679478, 32, 6
0.122307, -0.672058, 32, 7
0.200472, -0.654691, 32, 8
0.281828, -0.625603, 32, 9
0.364721, -0.583031, 32, 10
0.446838, -0.525374, 32, 11
0.525261, -0.451367, 32, 12
0.596413, -0.360354, 32, 13
0.656146, -0.252639, 32, 14
0.700082, -0.129772, 32, 15
0.72407, 0.00535617, 32, 16
0.724633, 0.148659, 32, 17
0.699279, 0.295286, 32, 18
0.646484, 0.440001, 32, 19
0.565486, 0.577328, 32, 20
0.45628, 0.701349, 32, 21
0.320164, 0.805334, 32, 22
0.160874, 0.881906, 32, 23
-0.0143705, 0.924311, 32, 24
-0.194697, 0.928726, 32, 25
-0.367135, 0.896691, 32, 26
-0.520188, 0.83604, 32, 27
-0.646964, 0.758665, 32, 28
-0.746346, 0.676915, 32, 29
-0.821605, 0.600742, 32, 30
-0.878136, 0.536744, 32, 31
-0.92145, 0.48885, 32, 32
-0.956079, 0.459748, 32, 33
-0.985144, 0.452079, 32, 34
-1.0098, 0.469995, 32, 35
-1.02789, 0.521092, 32, 36
-1.03021, 0.618807, 32, 37
-0.988948, 0.785599, 32, 38
-0.831121, 1.0425, 32, 39
-0.445216, 1.32369, 32, 40
0.110876, 1.39349, 32, 41
0.582296, 1.18572, 32, 42
0.821974, 0.911951, 32, 43
0.902792, 0.702094, 32, 44
0.916703, 0.557166, 32, 45
0.905636, 0.455735, 32, 46
0.885781, 0.382082, 32, 47
0.863505, 0.326467, 32, 48
0.841264, 0.283167, 32, 49
-0.196674, -0.610484, 33, 0
-0.222192, -0.612922, 33, 1
-0.177916, -0.629894, 33, 2
-0.128562, -0.643989, 33, 3
-0.073976, -0.654211, 33, 4
-0.0140987, -0.659406, 33, 5
0.0509452, -0.658244, 33, 6
0.120838, -0.64922, 33, 7
0.194938, -0.630659, 33, 8
0.272261, -0.600726, 33, 9
0.351271, -0.557488, 33, 10
0.429794, -0.499025, 33, 11
0.504806, -0.423648, 33, 12
0.572353, -0.330284, 33, 13
0.627562, -0.219053, 33, 14
0.665098, -0.0918282, 33, 15
0.67997, 0.0474823, 33, 16
0.668437, 0.193097, 33, 17
0.628736, 0.338261, 33, 18
0.561073, 0.476182, 33, 19
0.467175, 0.600758, 33, 20
0.349827, 0.7066, 33, 21
0.212842, 0.788907, 33, 22
0.0613086, 0.843552, 33, 23
-0.0980569, 0.867673, 33, 24
-0.257181, 0.860735, 33, 25
-0.407527, 0.825488, 33, 26
-0.541919, 0.768153, 33, 27
-0.656168, 0.697085, 33, 28
-0.74953, 0.620965, 33, 29
-0.824183, 0.54712, 33, 30
-0.883986, 0.480887, 33, 31
-0.933374, 0.425765, 33, 32
-0.976598, 0.384176, 33, 33
-1.0175, 0.35838, 33, 34
-1.05938, 0.351707, 33, 35
-1.10484, 0.37056, 33, 36
-1.15438, 0.42869, 33, 37
-1.19918, 0.558683, 33, 38
-1.17532, 0.847899, 33, 39
-0.714971, 1.44688, 33, 40
0.316367, 1.62168, 33, 41
1.0214, 1.04411, 33, 42
1.13015, 0.652803, 33, 43
1.09436, 0.460827, 33, 44
1.0413, 0.352663, 33, 45
0.99148, 0.284273, 33, 46
0.947879, 0.237182, 33, 47
0.910156, 0.202636, 33, 48
0.877405, 0.176044, 33, 49
-0.186538, -0.601382, 34, 0
-0.210806, -0.602816, 34, 1
-0.168428, -0.617544, 34, 2
-0.121474, -0.629456, 34, 3
-0.0697845, -0.637657, 34, 4
-0.0132905, -0.641097, 34, 5
0.0479448, -0.638556, 34, 6
0.113717, -0.628616, 34, 7
0.183545, -0.609643, 34, 8
0.256644, -0.579766, 34, 9
0.331707, -0.536882, 34, 10
0.406744, -0.478721, 34, 11
0.478734, -0.403076, 34, 12
0.543345, -0.308286, 34, 13
0.594889, -0.194067, 34, 14
0.626808, -0.0625145, 34, 15
0.632971, 0.0811456, 34, 16
0.609425, 0.228954, 34, 17
0.555607, 0.371853, 34, 18
0.47412, 0.501748, 34, 19
0.369456, 0.612648, 34, 20
0.246694, 0.700645, 34, 21
0.110963, 0.763313, 34, 22
-0.0324414, 0.799274, 34, 23
-0.177982, 0.808277, 34, 24
-0.319829, 0.79158, 34, 25
-0.452477, 0.752281, 34, 26
-0.571437, 0.69542, 34, 27
-0.674278, 0.627054, 34, 28
-0.760744, 0.55331, 34, 29
-0.832468, 0.479488, 34, 30
-0.892411, 0.409499, 34, 31
-0.944155, 0.345864, 34, 32
-0.991562, 0.290006, 34, 33
-1.03864, 0.242632, 34, 34
-1.08984, 0.204234, 34, 35
-1.15083, 0.17569, 34, 36
-1.23039, 0.159446, 34, 37
-1.34582, 0.162832, 34, 38
-1.54427, 0.211204, 34, 39
-1.94159, 0.451374, 34, 40
1.66125, 0.855124, 34, 41
1.61871, 0.249107, 34, 42
1.3503, 0.153268, 34, 43
1.20484, 0.115511, 34, 44
1.10751, 0.0959651, 34, 45
1.03569, 0.083567, 34, 46
0.979558, 0.0745545, 34, 47
0.934001, 0.0673067, 34, 48
0.895994, 0.0611036, 34, 49
-0.179032, -0.591882, 35, 0
-0.202924, -0.592198, 35, 1
-0.162738, -0.604986, 35, 2
-0.118476, -0.615071, 35, 3
-0.0699815, -0.621661, 35, 4
-0.0171737, -0.623818, 35, 5
0.0399442, -0.620441, 35, 6
0.101248, -0.610221, 35, 7
0.166431, -0.591604, 35, 8
0.234954, -0.562718, 35, 9
0.305803, -0.521339, 35, 10
0.377262, -0.464859, 35, 11
0.446503, -0.39044, 35, 12
0.509001, -0.29551, 35, 13
0.558151, -0.178905, 35, 14
0.585673, -0.0426513, 35, 15
0.58362, 0.106452, 35, 16
0.547656, 0.257285, 35, 17
0.479171, 0.397678, 35, 18
0.384187, 0.518389, 35, 19
0.270331, 0.614533, 35, 20
0.144441, 0.684623, 35, 21
0.0119903, 0.728897, 35, 22
-0.122496, 0.748304, 35, 23
-0.254925, 0.744295, 35, 24
-0.381468, 0.718995, 35, 25
-0.498684, 0.675432, 35, 26
-0.603921, 0.617601, 35, 27
-0.695865, 0.5499, 35, 28
-0.774585, 0.476637, 35, 29
-0.841409, 0.401434, 35, 30
-0.898551, 0.326902, 35, 31
-0.94882, 0.254384, 35, 32
-0.995251, 0.184073, 35, 33
-1.0411, 0.114736, 35, 34
-1.08986, 0.043509, 35, 35
-1.14557, -0.0352792, 35, 36
-1.213, -0.13338, 35, 37
-1.29638, -0.278944, 35, 38
-1.37717, -0.558308, 35, 39
-1.03188, -1.36697, 35, 40
0.521357, -1.73124, 35, 41
1.31348, -0.767683, 35, 42
1.26577, -0.40445, 35, 43
1.17053, -0.252197, 35, 44
1.09124, -0.171372, 35, 45
1.02747, -0.12292, 35, 46
0.975398, -0.0915624, 35, 47
0.932035, -0.070268, 35, 48
0.895255, -0.0554022, 35, 49
-0.173888, -0.582193, 36, 0
-0.198143, -0.581317, 36, 1
-0.160429, -0.592426, 36, 2
-0.119116, -0.600991, 36, 3
-0.0740882, -0.606319, 36, 4
-0.0252639, -0.60759, 36, 5
0.0273871, -0.603836, 36, 6
0.0838126, -0.593889, 36, 7
0.143882, -0.576321, 36, 8
0.207237, -0.549356, 36, 9
0.273254, -0.510732, 36, 10
0.340684, -0.457583, 36, 11
0.407148, -0.386393, 36, 12
0.468307, -0.293298, 36, 13
0.516751, -0.175404, 36, 14
0.541756, -0.0336917, 36, 15
0.532079, 0.123259, 36, 16
0.482356, 0.279159, 36, 17
0.39744, 0.41696, 36, 18
0.288795, 0.526672, 36, 19
0.167567, 0.606298, 36, 20
0.0413477, 0.65798, 36, 21
-0.0853118, 0.684775, 36, 22
-0.209395, 0.689394, 36, 23
-0.328484, 0.674213, 36, 24
-0.440433, 0.641581, 36, 25
-0.54329, 0.594121, 36, 26
-0.63561, 0.534887, 36, 27
-0.716728, 0.467006, 36, 28
-0.786881, 0.393386, 36, 29
-0.847035, 0.31639, 36, 30
-0.898765, 0.237487, 36, 31
-0.943952, 0.157049, 36, 32
-0.984491, 0.0742097, 36, 33
-1.02205, -0.0136494, 36, 34
-1.05753, -0.111478, 36, 35
-1.08993, -0.228211, 36, 36
-1.11281, -0.380341, 36, 37
-1.10198, -0.59898, 36, 38
-0.972697, -0.934279, 36, 39
-0.522774, -1.35115, 36, 40
0.20197, -1.45042, 36, 41
0.771959, -1.11972, 36, 42
0.984964, -0.76918, 36, 43
1.02078, -0.543324, 36, 44
1.00321, -0.402076, 36, 45
0.971557, -0.30955, 36, 46
0.937767, -0.24593, 36, 47
0.905557, -0.200454, 36, 48
0.875973, -0.166945, 36, 49
-0.170838, -0.572483, 37, 0
-0.196158, -0.570347, 37, 1
-0.161094, -0.580011, 37, 2
-0.122944, -0.587314, 37, 3
-0.0816166, -0.591662, 37, 4
-0.0370474, -0.592362, 37, 5
0.010796, -0.58859, 37, 6
0.0619104, -0.579348, 37, 7
0.11625, -0.5634, 37, 8
0.173662, -0.539156, 37, 9
0.233866, -0.504497, 37, 10
0.296186, -0.456513, 37, 11
0.359099, -0.391169, 37, 12
0.419141, -0.303091, 37, 13
0.468848, -0.186344, 37, 14
0.494399, -0.0384632, 37, 15
0.477973, 0.130846, 37, 16
0.411262, 0.29577, 37, 17
0.306402, 0.430265, 37, 18
0.184193, 0.525531, 37, 19
0.0588643, 0.58599, 37, 20
-0.0635103, 0.618773, 37, 21
-0.180893, 0.629334, 37, 22
-0.292433, 0.621252, 37, 23
-0.39736, 0.59701, 37, 24
-0.494769, 0.558685, 37, 25
-0.583749, 0.508273, 37, 26
-0.663487, 0.448011, 37, 27
-0.733704, 0.37997, 37, 28
-0.794561, 0.30607, 37, 29
-0.846656, 0.227703, 37, 30
-0.890875, 0.145569, 37, 31
-0.928166, 0.0593712, 37, 32
-0.959155, -0.0323213, 37, 33
-0.983708, -0.132511, 37, 34
-1.00001, -0.246156, 37, 35
-1.00262, -0.381106, 37, 36
-0.978427, -0.548391, 37, 37
-0.898072, -0.759766, 37, 38
-0.707359, -1.0094, 37, 39
-0.358999, -1.22512, 37, 40
0.0874528, -1.27641, 37, 41
0.481542, -1.1361, 37, 42
0.72503, -0.917675, 37, 43
0.838064, -0.720734, 37, 44
0.878631, -0.570237, 37, 45
0.884884, -0.459339, 37, 46
0.875619, -0.377273, 37, 47
0.859685, -0.31551, 37, 48
0.84122, -0.268176, 37, 49
-0.169585, -0.56289, 38, 0
-0.196541, -0.559441, 38, 1
-0.164292, -0.567852, 38, 2
-0.129453, -0.574099, 38, 3
-0.0920073, -0.577682, 38, 4
-0.0519032, -0.578035, 38, 5
-0.00916222, -0.574483, 38, 6
0.0362077, -0.566223, 38, 7
0.0841781, -0.552254, 38, 8
0.134712, -0.53128, 38, 9
0.187737, -0.501527, 38, 10
0.243119, -0.460401, 38, 11
0.300349, -0.403916, 38, 12
0.357753, -0.325665, 38, 13
0.409882, -0.215737, 38, 14
0.44099, -0.0630346, 38, 15
0.420042, 0.127074, 38, 16
0.328795, 0.308677, 38, 17
0.198206, 0.436325, 38, 18
0.0654958, 0.510749, 38, 19
-0.0570361, 0.549314, 38, 20
-0.169265, 0.563962, 38, 21
-0.273096, 0.560809, 38, 22
-0.369737, 0.542997, 38, 23
-0.459575, 0.512394, 38, 24
-0.542408, 0.470458, 38, 25
-0.617805, 0.418557, 38, 26
-0.685287, 0.358161, 38, 27
-0.744582, 0.290659, 38, 28
-0.795705, 0.217199, 38, 29
-0.838832, 0.13856, 38, 30
-0.874215, 0.0549684, 38, 31
-0.901931, -0.0341305, 38, 32
-0.921531, -0.130199, 38, 33
-0.931482, -0.235673, 38, 34
-0.928224, -0.354168, 38, 35
-0.904715, -0.490042, 38, 36
-0.848092, -0.646877, 38, 37
-0.73791, -0.82242, 38, 38
-0.55086, -0.99751, 38, 39
-0.282022, -1.12723, 38, 40
0.0307569, -1.16156, 38, 41
0.321079, -1.09139, 38, 42
0.538542, -0.957324, 38, 43
0.675012, -0.809815, 38, 44
0.750089, -0.677455, 38, 45
0.78644, -0.568274, 38, 46
0.800254, -0.480833, 38, 47
0.801358, -0.411231, 38, 48
0.79544, -0.355617, 38, 49
-0.169877, -0.553516, 39, 0
-0.198912, -0.548714, 39, 1
-0.169541, -0.556035, 39, 2
-0.138111, -0.561383, 39, 3
-0.104631, -0.564354, 39, 4
-0.0691383, -0.564492, 39, 5
-0.0316937, -0.561275, 39, 6
0.00759984, -0.554088, 39, 7
0.0486632, -0.542192, 39, 8
0.0913955, -0.524643, 39, 9
0.135729, -0.500166, 39, 10
0.18169, -0.466872, 39, 11
0.229392, -0.42169, 39, 12
0.278995, -0.35898, 39, 13
0.32967, -0.267082, 39, 14
0.371965, -0.12104, 39, 15
0.35491, 0.105068, 39, 16
0.218664, 0.319939, 39, 17
0.0587035, 0.426984, 39, 18
-0.0706788, 0.472339, 39, 19
-0.177829, 0.489802, 39, 20
-0.272186, 0.490487, 39, 21
-0.358395, 0.478265, 39, 22
-0.438396, 0.454794, 39, 23
-0.512737, 0.421079, 39, 24
-0.581289, 0.377972, 39, 25
-0.643671, 0.326294, 39, 26
-0.69938, 0.267044, 39, 27
-0.748045, 0.201097, 39, 28
-0.789399, 0.129175, 39, 29
-0.823246, 0.0516943, 39, 30
-0.849297, -0.0312982, 39, 31
-0.866978, -0.120306, 39, 32
-0.875081, -0.216397, 39, 33
-0.871335, -0.32105, 39, 34
-0.851741, -0.436045, 39, 35
-0.809835, -0.562498, 39, 36
-0.736173, -0.69908, 39, 37
-0.619517, -0.838699, 39, 38
-0.451893, -0.964693, 39, 39
-0.238148, -1.05181, 39, 40
-0.0016262, -1.0779, 39, 41
0.22359, -1.03933, 39, 42
0.40936, -0.953587, 39, 43
0.544854, -0.846646, 39, 44
0.6347, -0.739035, 39, 45
0.689954, -0.641487, 39, 46
0.721413, -0.557519, 39, 47
0.737322, -0.486889, 39, 48
0.74328, -0.428006, 39, 49
-0.17141, -0.54445, 40, 0
-0.202859, -0.538265, 40, 1
-0.176411, -0.544621, 40, 2
-0.148388, -0.54919, 40, 3
-0.118887, -0.551644, 40, 4
-0.088012, -0.551628, 40, 5
-0.055934, -0.548746, 40, 6
-0.0228393, -0.542557, 40, 7
0.0110202, -0.532555, 40, 8
0.0453327, -0.518134, 40, 9
0.0797649, -0.49853, 40, 10
0.113922, -0.472694, 40, 11
0.147472, -0.439009, 40, 12
0.180252, -0.394563, 40, 13
0.21289, -0.332821, 40, 14
0.248887, -0.232633, 40, 15
0.268556, 0.0262287, 40, 16
0.0199885, 0.316468, 40, 17
-0.123913, 0.372327, 40, 18
-0.216511, 0.39486, 40, 19
-0.294042, 0.402166, 40, 20
-0.364978, 0.397726, 40, 21
-0.431792, 0.382897, 40, 22
-0.495054, 0.358445, 40, 23
-0.554574, 0.324968, 40, 24
-0.609823, 0.283061, 40, 25
-0.660156, 0.233361, 40, 26
-0.704931, 0.176572, 40, 27
-0.743588, 0.113327, 40, 28
-0.775596, 0.0441389, 40, 29
-0.80043, -0.0306908, 40, 30
-0.817416, -0.111121, 40, 31
-0.825566, -0.197395, 40, 32
-0.823319, -0.290004, 40, 33
-0.808257, -0.389468, 40, 34
-0.776768, -0.495989, 40, 35
-0.723903, -0.608618, 40, 36
-0.643768, -0.723928, 40, 37
-0.530991, -0.834626, 40, 38
-0.38413, -0.928713, 40, 39
-0.209287, -0.991848, 40, 40
-0.0213724, -1.01306, 40, 41
0.16017, -0.990742, 40, 42
0.318426, -0.93354, 40, 43
0.444398, -0.855639, 40, 44
0.537533, -0.770522, 40, 45
0.602485, -0.68749, 40, 46
0.64561, -0.611436, 40, 47
0.672811, -0.544169, 40, 48
0.688786, -0.485753, 40, 49
-0.173943, -0.535754, 41, 0
-0.208009, -0.52817, 41, 1
-0.184427, -0.533672, 41, 2
-0.159741, -0.537552, 41, 3
-0.134118, -0.539544, 41, 4
-0.107755, -0.539374, 41, 5
-0.0808978, -0.536751, 41, 6
-0.0538929, -0.531361, 41, 7
-0.0271924, -0.522871, 41, 8
-0.00136234, -0.510919, 41, 9
0.0227734, -0.495102, 41, 10
0.0441258, -0.474944, 41, 11
0.0609182, -0.449839, 41, 12
0.0701578, -0.418902, 41, 13
0.0654262, -0.380536, 41, 14
0.0273934, -0.329937, 41, 15
-0.146461, -0.205389, 41, 16
-0.272857, 0.13643, 41, 17
-0.3006, 0.235388, 41, 18
-0.342529, 0.274462, 41, 19
-0.389705, 0.289901, 41, 20
-0.438881, 0.290305, 41, 21
-0.488363, 0.278957, 41, 22
-0.536921, 0.257511, 41, 23
-0.583465, 0.227032, 41, 24
-0.627049, 0.188294, 41, 25
-0.666766, 0.141973, 41, 26
-0.701799, 0.088766, 41, 27
-0.731401, 0.0292422, 41, 28
-0.754861, -0.0361344, 41, 29
-0.771427, -0.107032, 41, 30
-0.780194, -0.18327, 41, 31
-0.779993, -0.264763, 41, 32
-0.769198, -0.351502, 41, 33
-0.74564, -0.443175, 41, 34
-0.706433, -0.538997, 41, 35
-0.648216, -0.636993, 41, 36
-0.567686, -0.73335, 41, 37
-0.462753, -0.821948, 41, 38
-0.334378, -0.894603, 41, 39
-0.188015, -0.942829, 41, 40
-0.0335302, -0.96072, 41, 41
0.117028, -0.947526, 41, 42
0.252876, -0.907993, 41, 43
0.3672, -0.85035, 41, 44
0.457884, -0.783377, 41, 45
0.526427, -0.714222, 41, 46
0.576261, -0.647554, 41, 47
0.611268, -0.585916, 41, 48
0.634943, -0.530413, 41, 49
-0.177232, -0.527479, 42, 0
-0.213996, -0.518502, 42, 1
-0.193147, -0.523247, 42, 2
-0.171683, -0.5265, 42, 3
-0.149745, -0.528065, 42, 4
-0.127631, -0.527718, 42, 5
-0.105688, -0.525239, 42, 6
-0.0843881, -0.520397, 42, 7
-0.0643498, -0.512959, 42, 8
-0.0464168, -0.502684, 42, 9
-0.0317867, -0.489303, 42, 10
-0.0222233, -0.47249, 42, 11
-0.0205564, -0.451723, 42, 12
-0.0317371, -0.425861, 42, 13
-0.0651877, -0.391501, 42, 14
-0.138583, -0.335937, 42, 15
-0.260705, -0.219506, 42, 16
-0.354144, -0.0459115, 42, 17
-0.391747, 0.0755855, 42, 18
-0.420564, 0.138586, 42, 19
-0.45279, 0.16842, 42, 20
-0.488281, 0.177949, 42, 21
-0.525438, 0.173061, 42, 22
-0.562773, 0.156756, 42, 23
-0.598998, 0.130822, 42, 24
-0.633012, 0.096389, 42, 25
-0.663815, 0.0543586, 42, 26
-0.690506, 0.00549603, 42, 27
-0.712249, -0.0495731, 42, 28
-0.728224, -0.110337, 42, 29
-0.737575, -0.176344, 42, 30
-0.739313, -0.247227, 42, 31
-0.732254, -0.322641, 42, 32
-0.714914, -0.402101, 42, 33
-0.685499, -0.484828, 42, 34
-0.641948, -0.569462, 42, 35
-0.582122, -0.653741, 42, 36
-0.504405, -0.734155, 42, 37
-0.408358, -0.805964, 42, 38
-0.295726, -0.863607, 42, 39
-0.170928, -0.901837, 42, 40
-0.0407887, -0.917246, 42, 41
0.0868011, -0.909489, 42, 42
0.204614, -0.881371, 42, 43
0.307533, -0.837948, 42, 44
0.393228, -0.785019, 42, 45
0.461717, -0.727856, 42, 46
0.514702, -0.670402, 42, 47
0.554526, -0.615281, 42, 48
0.583697, -0.563962, 42, 49
-0.18101, -0.519675, 43, 0
-0.220455, -0.509331, 43, 1
-0.202235, -0.513388, 43, 2
-0.183743, -0.516083, 43, 3
-0.165205, -0.517249, 43, 4
-0.146989, -0.516698, 43, 5
-0.129506, -0.514254, 43, 6
-0.113307, -0.509731, 43, 7
-0.0991127, -0.502939, 43, 8
-0.0879182, -0.493656, 43, 9
-0.0811266, -0.481599, 43, 10
-0.0806706, -0.466334, 43, 11
-0.0894952, -0.447015, 43, 12
-0.111921, -0.421784, 43, 13
-0.153876, -0.38627, 43, 14
-0.220186, -0.331101, 43, 15
-0.302934, -0.245053, 43, 16
-0.374659, -0.138113, 43, 17
-0.421565, -0.0446028, 43, 18
-0.454662, 0.0186317, 43, 19
-0.484208, 0.0549386, 43, 20
-0.513758, 0.071083, 43, 21
-0.543717, 0.0720128, 43, 22
-0.57346, 0.0608714, 43, 23
-0.602088, 0.0397019, 43, 24
-0.628671, 0.00990396, 43, 25
-0.652302, -0.0275394, 43, 26
-0.672113, -0.071717, 43, 27
-0.687275, -0.121945, 43, 28
-0.696959, -0.177595, 43, 29
-0.700291, -0.238153, 43, 30
-0.696313, -0.303035, 43, 31
-0.683939, -0.371671, 43, 32
-0.661914, -0.443318, 43, 33
-0.628884, -0.516875, 43, 34
-0.583409, -0.590822, 43, 35
-0.524308, -0.662931, 43, 36
-0.450919, -0.73024, 43, 37
-0.363627, -0.789152, 43, 38
-0.264238, -0.835855, 43, 39
-0.156293, -0.866957, 43, 40
-0.0446345, -0.880391, 43, 41
0.0653292, -0.875985, 43, 42
0.168475, -0.855516, 43, 43
0.261019, -0.822225, 43, 44
0.340778, -0.780048, 43, 45
0.407225, -0.732802, 43, 46
0.460958, -0.683691, 43, 47
0.503382, -0.635046, 43, 48
0.536161, -0.588458, 43, 49
-0.185085, -0.512368, 44, 0
-0.227114, -0.500704, 44, 1
-0.211293, -0.504159, 44, 2
-0.195514, -0.506358, 44, 3
-0.180081, -0.507147, 44, 4
-0.165322, -0.506383, 44, 5
-0.151712, -0.503906, 44, 6
-0.139841, -0.49955, 44, 7
-0.130472, -0.49313, 44, 8
-0.124608, -0.48441, 44, 9
-0.123592, -0.473053, 44, 10
-0.129167, -0.458509, 44, 11
-0.143618, -0.439791, 44, 12
-0.169725, -0.415041, 44, 13
-0.209908, -0.381031, 44, 14
-0.263937, -0.333354, 44, 15
-0.325289, -0.269856, 44, 16
-0.382327, -0.197058, 44, 17
-0.427824, -0.129005, 44, 18
-0.463274, -0.0763474, 44, 19
-0.49316, -0.0417875, 44, 20
-0.520543, -0.0236599, 44, 21
-0.546606, -0.0193798, 44, 22
-0.571464, -0.0266604, 44, 23
-0.594709, -0.0437417, 44, 24
-0.6157, -0.069302, 44, 25
-0.63372, -0.102284, 44, 26
-0.648016, -0.141815, 44, 27
-0.657843, -0.187121, 44, 28
-0.662416, -0.237522, 44, 29
-0.660932, -0.292389, 44, 30
-0.652519, -0.351049, 44, 31
-0.636267, -0.412745, 44, 32
-0.611169, -0.476584, 44, 33
-0.576228, -0.541364, 44, 34
-0.530562, -0.605548, 44, 35
-0.473515, -0.667166, 44, 36
-0.405063, -0.723751, 44, 37
-0.325864, -0.772628, 44, 38
-0.237666, -0.811069, 44, 39
-0.143193, -0.836855, 44, 40
-0.0460176, -0.848644, 44, 41
0.0499634, -0.846354, 44, 42
0.141103, -0.831154, 44, 43
0.224437, -0.805215, 44, 44
0.298204, -0.771244, 44, 45
0.361494, -0.732081, 44, 46
0.414502, -0.690186, 44, 47
0.457917, -0.647582, 44, 48
0.492802, -0.605759, 44, 49
-0.18926, -0.505584, 45, 0
-0.233739, -0.492664, 45, 1
-0.220075, -0.4956, 45, 2
-0.206746, -0.497359, 45, 3
-0.193986, -0.49783, 45, 4
-0.182209, -0.496868, 45, 5
-0.171865, -0.494337, 45, 6
-0.163521, -0.490081, 45, 7
-0.157923, -0.483911, 45, 8
-0.155985, -0.47558, 45, 9
-0.158814, -0.464741, 45, 10
-0.167775, -0.450841, 45, 11
-0.184416, -0.432991, 45, 12
-0.21017, -0.409822, 45, 13
-0.245643, -0.379507, 45, 14
-0.289513, -0.340394, 45, 15
-0.337619, -0.292769, 45, 16
-0.384169, -0.240657, 45, 17
-0.425009, -0.190997, 45, 18
-0.459417, -0.15002, 45, 19
-0.488808, -0.120914, 45, 20
-0.514816, -0.104182, 45, 21
-0.538426, -0.0989689, 45, 22
-0.559974, -0.104011, 45, 23
-0.579332, -0.118075, 45, 24
-0.596115, -0.14007, 45, 25
-0.609783, -0.169083, 45, 26
-0.619731, -0.204255, 45, 27
-0.625321, -0.244817, 45, 28
-0.625866, -0.290091, 45, 29
-0.620663, -0.339361, 45, 30
-0.608984, -0.391881, 45, 31
-0.590068, -0.446827, 45, 32
-0.563157, -0.503258, 45, 33
-0.527583, -0.559956, 45, 34
-0.482817, -0.615486, 45, 35
-0.428603, -0.668139, 45, 36
-0.365187, -0.715941, 45, 37
-0.293358, -0.756835, 45, 38
-0.214613, -0.788901, 45, 39
-0.13114, -0.810573, 45, 40
-0.0456194, -0.820957, 45, 41
0.0390376, -0.820007, 45, 42
0.12017, -0.808522, 45, 43
0.195489, -0.788, 45, 44
0.263442, -0.760367, 45, 45
0.323186, -0.727698, 45, 46
0.374538, -0.69193, 45, 47
0.417848, -0.654734, 45, 48
0.45374, -0.61742, 45, 49
-0.193395, -0.499332, 46, 0
-0.240089, -0.485255, 46, 1
-0.228362, -0.487744, 46, 2
-0.217135, -0.489146, 46, 3
-0.206704, -0.489348, 46, 4
-0.197422, -0.488233, 46, 5
-0.189729, -0.485673, 46, 6
-0.184163, -0.48152, 46, 7
-0.181356, -0.475601, 46, 8
-0.182082, -0.46768, 46, 9
-0.187222, -0.457435, 46, 10
-0.197738, -0.444403, 46, 11
-0.214535, -0.427937, 46, 12
-0.238256, -0.40719, 46, 13
-0.268803, -0.381298, 46, 14
-0.304866, -0.349858, 46, 15
-0.343817, -0.313702, 46, 16
-0.382413, -0.275411, 46, 17
-0.418054, -0.238877, 46, 18
-0.449637, -0.20788, 46, 19
-0.477277, -0.184971, 46, 20
-0.501589, -0.171226, 46, 21
-0.523103, -0.166681, 46, 22
-0.542061, -0.170812, 46, 23
-0.558422, -0.182877, 46, 24
-0.571932, -0.202091, 46, 25
-0.582192, -0.227708, 46, 26
-0.588728, -0.258973, 46, 27
-0.591006, -0.295151, 46, 28
-0.588449, -0.335585, 46, 29
-0.58048, -0.379522, 46, 30
-0.566493, -0.426239, 46, 31
-0.545911, -0.474864, 46, 32
-0.518176, -0.524468, 46, 33
-0.48286, -0.573901, 46, 34
-0.439665, -0.621887, 46, 35
-0.388626, -0.66695, 46, 36
-0.330078, -0.707519, 46, 37
-0.264815, -0.742023, 46, 38
-0.194174, -0.769016, 46, 39
-0.119855, -0.787406, 46, 40
-0.0439423, -0.796562, 46, 41
0.0314242, -0.796453, 46, 42
0.104102, -0.787637, 46, 43
0.1724, -0.771172, 46, 44
0.234971, -0.748451, 46, 45
0.291037, -0.72102, 46, 46
0.340242, -0.690395, 46, 47
0.382701, -0.65793, 46, 48
0.41879, -0.624763, 46, 49
-0.19735, -0.49362, 47, 0
-0.246034, -0.478493, 47, 1
-0.235995, -0.480616, 47, 2
-0.226598, -0.481727, 47, 3
-0.218102, -0.481734, 47, 4
-0.210857, -0.480528, 47, 5
-0.205254, -0.477997, 47, 6
-0.201768, -0.474009, 47, 7
-0.200935, -0.468408, 47, 8
-0.203364, -0.460993, 47, 9
-0.209697, -0.451509, 47, 10
-0.220572, -0.439618, 47, 11
-0.236497, -0.424906, 47, 12
-0.257672, -0.406933, 47, 13
-0.283784, -0.385386, 47, 14
-0.31377, -0.360375, 47, 15
-0.345922, -0.332743, 47, 16
-0.378213, -0.304249, 47, 17
-0.408919, -0.277283, 47, 18
-0.437007, -0.254241, 47, 19
-0.462107, -0.237008, 47, 20
-0.484265, -0.226651, 47, 21
-0.503624, -0.223566, 47, 22
-0.52026, -0.227646, 47, 23
-0.534107, -0.238492, 47, 24
-0.544952, -0.255607, 47, 25
